message,label
Gracias por tu pago tu servicio está activo,0
Mi ex esposa no pudo tener hijos. ¿Quieres niños algún día?,ham
Obtén muestras gratis de nuestros productos,1
"¡Llame a nuestro representante de servicio al cliente al 0800 169 6031 entre las 10 a.m. y las 9 p.m., ya que ha ganado un premio garantizado de £ 1000 en efectivo o £ 5000!",spam
Tu pedido ha sido entregado exitosamente,0
"LOL estaban enojados al principio, pero luego se despertaron y cedieron.",ham
"Mi hermana está atrapando E Show en la tarde, así que no lo estoy viendo. Así que c u wan 2 watch hoy o tmr lor.",ham
Tu comprobante de pago está adjunto a este mensaje,0
"No lo sé, pero estoy violando tipos en el póker",ham
Asista a la capacitación obligatoria del mañana,0
"Gud mrng querida, tengo un buen día",ham
"Muy bien, nos vemos un poco",ham
También fóllate a ti y a tu familia por ir a Rhode Island o donde sea que esté solo y dejarme solo la semana que tengo un nuevo bong & gt; :(,ham
"Pero mi familia no responde por nada. Ahora estoy en la habitación, no fui a casa para Diwali, pero nadie me llamó y por qué no venir. Me hace sentir que murió.",ham
¿Alguna vez descubren cuánto necesitamos para el alcohol? Jay y yo estamos tratando de descubrir cuánto podemos gastar con seguridad en marihuana,ham
De acuerdo. ¿Cuántos debo comprar?,ham
Construir entradas VIP para el estreno,1
"... Nos quedamos aquí una semana extra, de regreso el próximo miércoles. ¿Cómo lo hicimos en el rugby este fin de semana? Hola a y, y pronto """,ham
"Ok, no hay problema ...",ham
"Altura de la confianza: todos los profesores de aeronáutica fueron llamadas y amp; Se pidieron 2 sentarse en un avión. AFTR se sentaron, le dijeron a ese avión que realizó sus alumnos. Dey todo se apresuró al avión D ... bt solo no se movió ... Dijo: ""Si mis alumnos lo hacen, esto ni siquiera comenzará ..... Datz Confidence ..",ham
Yo estamos viendo una película en Netflix,ham
"& lt;#& gt; %de Pple se casan con sus amantes ... porque tienen gud indirense que evita problemas. Envié a Dis 2 U, recibirás noticias de GUD el viernes por una persona que te gusta. Y mañana será el mejor día de tu vida. No rompas esta cadena. Si te rompes, sufrirás. Envía esto a & lt;#& gt;  Frnds in & lt;#& gt;  Mins Whn U LEAD ...",ham
En E Msg jus ahora. Dijiste gracias por el regalo.,ham
Dos tamaños inferiores con nuestros batidos,1
"K .. i yan jiu liao ... sábamos podemos ir 4 bugis vill one frm 10 a 3 den hop a parco 4 nb. El sol puede ir cine frm 1030 a 2, den hop a orc mrt 4 hip hop a las 4 ...",ham
La crema para el cabello no ha sido enviada.,ham
¡Hola Boytoy! Geeee ... te extraño hoy. Me gusta enviarte un TM y recordarte que estoy pensando en ti ... y eres amado ... *amoroso beso *,ham
Por favor selecciona tu forma de pago,0
Confirme su participación en el ejercicio,0
Su cuenta tiene una posición no reconocida,1
Visite nuestra nueva colección,1
O supongo & lt;#& gt;  mínimo,ham
Pero su hermano solo transferió & lt;#& gt;  + & lt;#& gt; . Pensilvania.,ham
Conozca nuestro compromiso con su seguridad,0
Su recibo de impuestos ya está disponible descargarlo aquí,0
Lamento ser un dolor. ¿Está bien si conocemos otra noche? Pasé tarde en la víctima y eso significa que no he hecho ninguna de Y Stuff42moro y eso incluye todas mis hojas de tiempo y eso. Lo siento.,ham
Obten criptomonedas gratis con este link,1
Joder Cedar Key y follarla (ven de todos modos aunque),ham
"Sé que me falta la mayoría de los detalles de este dramastorm en particular, pero en su mayor parte no me preocupa eso.",ham
¡Feliz Navidad para ti también Annie!,ham
¿Dónde están las llaves de garaje? No están en la estantería,ham
Tengo meh ... ¿cuándo?,ham
Acumular puntos y pastarlos por increíbles recompensas,1
Estás suscrito al mejor servicio de contenido móvil en el Reino Unido por £ 3 por 10 días hasta que envíe una parada a 82324. Línea de ayuda 08706091795,spam
Registra tu telefono en un clic,0
Solo haz lo que sea más fácil para ti,ham
Estará bien. Tengo Avalarr ahora. Will Hollalater,ham
Feliz aniversario que sigue el éxito,0
"Enviarle un mensaje de texto. Si ella no responde, avíseme para que pueda tener su inicio de sesión",ham
Hemos detectado actividades sospechosas en su cuenta.,1
Ü Todos escriben o wat ..,ham
"También me siento demasiado rápido ... xy sugiero uno, no yo. Dun Wan, está bien. Yendo 2 lluvia leh donde obtuvo GD.",ham
Hola ¿te gustaría ser parte de nuestro equipo?,0
Ear dinero de tu casa,1
Jajaja ... lo sabía ... lo vi en la tienda de dólar,ham
Agenda tu revision medica anual,0
¿Cuánto tiempo lleva los Applebees jodidamente?,ham
Está en el retraso. Esa es solo la parte triste pero nos mantenemos en contacto gracias a Skype,ham
"No, no lo hizo. ¡La primavera llegue temprano yay!",ham
Tu orden está lista para recoger,0
"Si fueras/eres libre, puedo dar. De lo contrario, Nalla Adi Entrey Nattil Kittum",ham
Necesitamos verificar su cuenta,1
Tu estado de cuenta está disponible en línea,0
"La cita es at & lt; Time & gt; soy. No es mi culpa, no escuches. Te dije dos veces",ham
Obten tu score crediticio sin costo,1
¿Has tenido noticias de esta semana?,ham
¿Quieres el último teléfono de video? 750 ¿En cualquier momento algún mins de red? ¿Alquiler de alquiler de línea media de precio? Responder o llamar al 08000930705 para la entrega mañana,spam
Poder. No sé wat para conseguir 4 ella ...,ham
Prueba nuestras nuevas opciones veganas,1
Felicitaciones fue seleccionado por una entrevista,0
"Hola, optimizemos tus finanzas juntos",0
Su viaje de negocios está todo reservado,0
Su cuenta ha sido bloqueada temporalmente,1
& lt;#& gt; ISH minutos fue hace 5 minutos. WTF.,ham
"¡Llame al 09094100151 para usar sus mins! Las llamadas eligieron 10p/min (la mafia varía). Servicio proporcionado por AOM, solo GBP5/mes. AOM Box61, M60 1er hasta que te detengas. ¡SOLO SOLO SOLO SOLO SOLO MIRAS!",spam
Chk en tu belovd ms dict,ham
"Gracias por su interés, un asesor se comunicará con usted pronto",0
Estimado tomé el autobús directamente a Calicut,ham
"Entonces, ¿el compañero de giro es donde estoy!?! ¿Cómo estás hombre? Todo está bien en Gales en mal back Morrow. C u esta wk? ¿Quién fue el msg 4? ¡Ale al azar!",ham
"Estoy bien wif it, porque me gustan 2 probar cosas nuevas. Pero te asusté como mah. Porque dijiste que no es demasiado fuerte.",ham
"Un niño llegaba a los 2 años en casa. Su padre: ""Poder de la bandeja""",ham
¿Estás conociendo a Da Ge en Nite TMR?,ham
"Muy bien, me aseguraré de que el auto regrese esta noche",ham
"Sí, mi chico habitual está fuera de la ciudad, pero definitivamente hay gente, lo sé.",ham
"Lo siento, llamaré más tarde",ham
¿Cuándo es tu programa de radio?,ham
"Hola, espero que obtengas este viaje txt ~ no ha sido GD, ahora, ahora unos 50 minutos tarde.",ham
Lea nuestro periódico periódico,1
Oic ... luego mejor ir rápidamente bañe y se asiente ...,ham
Descubre las últimas tendencias de moda,1
¿Viste lo que publiqué en tu Facebook?,ham
Aquí tengo mucho peluquero de China.,ham
Extendemos su período de prueba gratuito,0
Gana una consola participando en nuestro torneo,1
Extrañándote también. Pray Inshah Allah,ham
Sentado en MU esperando que todos salgan de mi suite para que pueda ducharme,ham
¿Todavía estás en el Gran Premio?,ham
Fui al centro de proyectos,ham
¡Cambiarás tu fone en maldita sea!,ham
Así que no hay mensajes. ¿Tenía comida?,ham
Sorprende tu amor con esta única joya,1
"Por favor, venga rápido no puedo desnudar esto.",ham
Estimado tengo habitación de alcance,ham
Le dije que llegaría el miércoles.,ham
Estoy atrapado en la mitad de la fila en la mano derecha del lado de Da Lt ...,ham
¡Hola! Acabas de hablar con Maneesha V. Nos gustaría saber si estabas satisfecho con la experiencia. Responder peaje gratis con sí o No.,ham
"Holidaciones de Ibiza de 4 estrellas de cortesía o £ 10,000 en efectivo necesita su colección urgente. 09066364349 ¡Ahora del campo fijo para no perder! Box434sk38wp150ppm18+",spam
Así que ahora mi papá llamará después de que salga del trabajo y haga todas estas preguntas locas.,ham
"500 nuevos móviles de 2004, ¡debe irse! Txt: Nokia to no: 89545 y recoge el tuyo hoy! De solo £ 1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18",spam
"Los números de Vodafone de hoy que terminan con 4882 se seleccionan para recibir un premio de £ 350. Si su número coincide, llame al 09064019014 para recibir su premio de £ 350.",spam
Wait & lt;#& gt;  mind.,ham
"Esta es la segunda vez que hemos probado 2 contacto u. Has ganado el premio de 750 libras. 2 Reclamo es fácil, llame al 08718726970 ahora! Solo 10p por min. Bt-National Tel",spam
"Envíame un mensaje de texto cuando te bajas, no llames, mis teléfonos tienen problemas",ham
Puedo preguntar pero no hay mucho en términos de medios aquí,ham
Its & lt;#& gt; K aquí oh. ¿Debo enviar a casa a la venta?,ham
"Lo siento, llamaré más tarde",ham
"Habla contigo mismo al menos una vez en un día ... !!! De lo contrario, extrañarás a tu mejor amigo en este mundo ... !!! -Shakespeare- shesil & lt;#& gt;",ham
Gracias por tu visita aquí tienes un regalo de despedida,0
Invertir en bienes raíces y genera ingresos pasivos,1
"Si no lo hace, su premio irá a otro cliente. T&C en www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 Londres W1J 6HL Vuelve a llamar si está ocupado",spam
Le están dando una segunda oportunidad a Rahul Dengra.,ham
Hola. Necesitamos algunos pájaros elegantes y capítulos para los productos de prueba de usuarios para Champneys. ¿Puedo dejarte? Necesito tu dirección y su DOB lo antes posible. TA R,spam
Felicitaciones puede reclamar 2 vip fila a entradas 2 c Blu en concierto en noviembre o Blu Gift Garanted Llame al 09061104276 para reclamar TS y CS www.smsco.net Costo £ 3.75Max,spam
Ya ese es lento como caca,ham
U 447801259231 tiene un admirador secreto que está mirando 2 contacto con U-Find Out Who They R*revela quién piensa que eres tan especial al 09058094597,spam
"""Yo 2 nena, siento lo mismo, solo 4 logemos sobre eso+ambos intentan+animar+no encajar soo muchasxxlove u LOCAXX""",ham
"No. De camino a casa. Entonces, si no fuera por el largo hechizo seco, la temporada habría terminado",ham
"Jaja escuché eso, envíame un mensaje de texto cuando estés cerca",ham
Adjunta una copia de tu cédula,1
Su nómina está disponible para descargar,0
Depende de a dónde vayas.,ham
Recordatorio amistoso: su factura es superada,0
"Mi viernes ah ... okie lor, ir 4 mi drivin den Go Shoppin después de tt ...",ham
Te extrano y quiero verte,0
Oye ... ¿por qué no vamos a ver a X hombres y almorzamos ... jaja?,ham
Gracias chikku .. :-) gud nyt:-*,ham
¿Puedo llamarte más tarde por favor?,ham
Su cuenta ha sido verificada con éxito,0
¡Me encanta abrazar! Quiero sostenerte en mis brazos fuertes ahora mismo ...,ham
Estoy en casa. Doc me dio dolor Meds dice que todo está bien.,ham
"No, no voy a poder. || Aviso demasiado tarde. || Estaré en casa en unas pocas semanas de todos modos. || Cuales son los planes",ham
Entonces eso significa que todavía piensas en Teju,ham
Su cuenta tiene una posición no reconocida,1
"A veces ponemos paredes alrededor de nuestros corazones, no solo para estar a salvo de ser lastimados ... para descubrir quién le importa lo suficiente como para romper las paredes y el amp; Acércate .. Goodnoon :)",ham
Raji ... por favor hazme un favor. Por favor transmite mis deseos de cumpleaños a Nimya. Pls. Hoy es su cumpleaños.,ham
"Por favor, done esta importante causa",0
Asistir a la reunión de accionistas,0
Las felicitaciones fueron promovidas a gerente,0
"Yo, no lo sé de nuevo oh",ham
Últimas horas de cyber monday,1
Pierde peso durmiendo con esta pastilla milagrosa,1
Vi chicos y muñecas anoche con Patrick Swayze fue genial,ham
Su paquete está listo para ser recolectado,0
Estos no servirán. Tengo que pasar a la morfina,ham
Como en diferentes estilos?,ham
Participe en nuestro concurso y gane un viaje,1
Pierde peso con nuestro reto de 30 dias,1
Encuentra tu socio ideal con nuestra aplicación,1
"Jaja ... donde se puso tan rápido, perdió peso, thk muz va 4 al mes, la guarida tuvo efecto ... Dios, más tarde vamos a poner el peso de Bk e.",ham
Necesito que me envíes el reporte lo antes posible,0
"Hmm bien, noche nocturna",ham
¿Quiénes eran esas personas? ¿Estabas en una gira? Pensé que estabas haciendo esa cosa de sofá que me enviaste. Tu curioso azúcar,ham
Todavía no funciona. Y esta vez también intenté agregar ceros. Ese fue el ahorro. La corriente es & lt;#& gt;,ham
"Guau. ¡Tienes razón! No quise hacer eso. Supongo que una vez que renuncié a los hombres de Boston y cambié mi ubicación de búsqueda a Nueva York, algo cambió. Porque en mi página de firmar, todavía dice Boston.",ham
Gracias por tu compra,0
Wat uniforme? ¿En dónde llegar?,ham
Recuerda que tienes una reunión importante el lunes,0
"No, gracias. Has sido maravilloso",ham
"Lol por favor hazlo. En realidad, envía una foto tuya ahora mismo. Quiero ver. Pose con un peine y secador de pelo o algo así.",ham
"Hola como estaba contigo 2day, es la forma normal y este es el verdadero yo. Eres único y espero conocerte 4 el resto de MyLife. Espero que encuentres que Wot se perdió.",ham
Ella corrió con un hombre más joven. Haremos bebés bonitos juntos :),ham
Necesito tu ayuda urgentemente,0
Gracias por su interés en nuestros servicios,0
Gana músculo rápidamente con este suplemento,1
Super Msg da :) Nalla Timing.,ham
"Especialmente desde que hablo de Boston en mi declaración personal, ¡jajaja! ¡Cambiaría eso si me hubiera dado cuenta de que decía NYC! Dice Boston ahora.",ham
"Hola, solo quería saber como has estado",0
Descarga tu informe de crédito gratis ahora,1
Puede que B apruebe Panalam ... pero debería tener más publicaciones.,ham
Allí en negrita 2 & lt;#& gt; . Es ese tuyo,ham
"Mila, Age23, Blonde, Nuevo en el Reino Unido. Miro sexo con los chicos del Reino Unido. Si te gusta divertirme conmigo. Texto mtalk a 69866.18. 30pp/txt 1st 5free. Incrementos de £ 1.50. AYUDA08718728876",spam
¿Soy tan muy sucio?,ham
"Vaya, estaba en la ducha cuando llamaste. Hola, un estacionamiento se derrumbó en el Hospital Universitario. Mira, no estoy loco. Cosas como esa suceden.",ham
Llegué tarde a Tellmiss estoy en camino,ham
¡Amo tu culo! ¿Disfrutas del estilo perrito? :),ham
"Aquí está su código de descuento RP176781. Para detener más mensajes, responda parada. www.regalportfolio.co.uk. Servicio al cliente 08717205546",spam
Necesito que me envíen la información solicitada,0
Descubre las últimas tendencias de moda,1
Tu satisfaccion es nuestra meta,0
5 noches ... No nos quedamos en Port Step Liao ... también ex,ham
Intenta hacer algo querido. Lees algo para los exámenes,ham
Yo te estoy dando vueltas ... está bien gracias Kano ... de todos modos disfruta con tu familia con el primer salario .. :-) ;-),ham
Descubre los secretos para el cabello hermoso,1
No puedo pensar en nadie con * habitación libre * Top de mi cabeza,ham
